20160304,000000,294.5000000,302.2500000,292.6500000,302.2500000,6925130
20160307,000000,303.7500000,304.4000000,297.6500000,301.0000000,3870030
20160309,000000,298.2000000,301.8000000,295.1500000,296.0000000,6058300
20160310,000000,296.7000000,302.1500000,294.6000000,301.5500000,6307440
20160311,000000,302.3000000,304.2500000,299.0000000,301.6000000,7699370
20160314,000000,301.3000000,301.6000000,298.6500000,301.0500000,3967290
20160315,000000,302.4000000,303.6000000,298.6000000,300.6000000,6668270
20160316,000000,300.7500000,301.4500000,297.5500000,301.2500000,4108680
20160317,000000,302.0000000,309.8500000,300.5000000,309.4000000,8809000
20160318,000000,309.4000000,320.0000000,306.4500000,315.5500000,9445580
20160321,000000,314.0000000,314.9000000,310.1000000,313.0000000,3991840
20160322,000000,313.7000000,322.7500000,312.4000000,320.3500000,7052630
20160323,000000,317.9000000,317.9500000,307.3500000,309.2000000,6816500
20160324,000000,307.6000000,308.8000000,302.3500000,304.8000000,5195500
20160325,000000,306.3500000,307.4500000,303.7500000,304.5000000,1880770
20160328,000000,306.4000000,308.1000000,300.6500000,302.5000000,2339960
20160329,000000,302.6000000,302.6000000,293.2500000,296.4000000,7417070
20160330,000000,298.5000000,307.9500000,297.0500000,307.8000000,5588170
20160331,000000,305.9000000,307.5000000,302.5500000,305.2000000,6261610
20160401,000000,302.7500000,304.9500000,297.2000000,301.8000000,4813420
20160404,000000,300.9500000,310.0000000,299.8500000,309.5000000,6647370
20160405,000000,307.4500000,308.3500000,305.0000000,306.2000000,2824530
20160406,000000,307.9500000,311.5000000,306.2500000,309.0500000,3823840
20160407,000000,310.2000000,312.9000000,303.9000000,306.8000000,4364890
20160408,000000,306.8000000,316.5000000,306.0000000,316.5000000,5659800
20160411,000000,316.5500000,329.2000000,314.2000000,325.0000000,8000550
20160412,000000,325.0000000,325.9500000,317.4500000,320.0000000,5733370
20160413,000000,321.1000000,326.9000000,319.1000000,322.3000000,4781420
20160414,000000,321.0000000,325.1500000,310.1000000,313.6000000,6624620
20160415,000000,313.6500000,313.8000000,306.6000000,309.7500000,5448090
20160418,000000,304.0000000,308.0000000,300.3500000,303.9000000,7455800
20160419,000000,305.5000000,314.6000000,304.7000000,311.7500000,9230390
20160420,000000,309.8500000,323.5500000,306.4000000,322.0500000,10351150
20160421,000000,324.4000000,325.3000000,317.7500000,323.0000000,7606790
20160422,000000,323.0000000,324.8500000,319.3500000,322.1000000,4046730
20160425,000000,322.0000000,328.9500000,320.5500000,326.9000000,5246430
20160426,000000,326.9000000,332.9000000,326.0000000,331.8500000,5442940
20160427,000000,332.9500000,339.4000000,331.3000000,334.9500000,7949810
20160428,000000,334.4000000,341.7500000,333.2000000,341.7500000,4857470
20160429,000000,340.7000000,351.7500000,338.5000000,351.0000000,9223850
20160504,000000,346.6500000,356.9500000,341.0000000,346.0000000,7143280
20160505,000000,346.2000000,346.2000000,335.6500000,336.5000000,5335510
20160506,000000,335.8000000,337.1500000,326.3000000,329.0000000,5167390
20160510,000000,327.8000000,328.9000000,319.5500000,323.5000000,4261580
20160511,000000,326.4000000,329.6000000,323.5500000,324.6000000,4182980
20160512,000000,326.3000000,326.8500000,318.4500000,319.0000000,4076110
20160513,000000,320.5000000,323.2000000,313.0000000,322.6500000,4489630
20160516,000000,323.1500000,327.0000000,321.2500000,322.6000000,4521640
20160517,000000,323.9000000,323.9500000,314.1500000,322.1000000,3937460
20160518,000000,320.1000000,329.5000000,320.0000000,329.5000000,3701850
20160519,000000,326.0000000,332.8000000,324.6000000,330.0000000,4285990
20160520,000000,333.0000000,333.8500000,322.8500000,324.6500000,4513170
20160523,000000,323.0500000,324.0000000,311.5500000,313.1000000,6381330
20160524,000000,313.1000000,318.6500000,312.1000000,317.0000000,2438830
20160525,000000,319.5500000,323.4500000,317.5500000,318.0000000,3735850
20160526,000000,321.3000000,327.0000000,318.5500000,320.1500000,5708530
20160527,000000,321.0000000,323.3500000,314.9000000,320.6000000,4171210
20160530,000000,320.5500000,324.6000000,318.0000000,322.0000000,1451700
20160531,000000,322.5000000,323.1500000,315.8500000,316.0000000,3319260
20160601,000000,316.1500000,316.6500000,309.5000000,313.0000000,4577150
20160602,000000,312.8000000,316.5000000,309.7500000,311.3500000,3804150
20160603,000000,313.5500000,319.0000000,312.0000000,314.7500000,3713380
20160606,000000,314.9000000,324.9500000,314.9000000,323.8500000,3888870
20160607,000000,324.9000000,329.9000000,321.5500000,328.8500000,6645790
20160608,000000,327.9000000,342.9500000,327.1500000,342.5000000,7206020
20160609,000000,342.6500000,344.9500000,338.5000000,343.5000000,4676140
20160610,000000,342.7000000,343.0000000,337.0000000,337.8500000,3130800
20160614,000000,335.1000000,337.0000000,323.4000000,324.8000000,5986780
20160615,000000,324.8500000,327.7500000,320.3000000,322.8500000,5381390
20160616,000000,321.0000000,322.0000000,311.7000000,316.3000000,4515500
20160617,000000,319.0000000,323.4500000,316.7500000,320.6500000,4307340
20160620,000000,325.5000000,336.0000000,324.0000000,336.0000000,4759810
20160621,000000,336.0000000,342.0000000,334.2000000,340.9500000,6067940
20160622,000000,344.9500000,345.8500000,337.0000000,337.7500000,3608460
20160623,000000,336.4500000,348.0000000,334.6000000,348.0000000,4802550
20160624,000000,329.9000000,336.0000000,326.3000000,333.6500000,7369070
20160627,000000,333.7000000,335.6000000,325.7500000,328.0500000,5606160
20160628,000000,331.4000000,333.9500000,324.0000000,327.0000000,4278420
20160629,000000,327.9500000,332.8000000,324.3500000,331.5000000,3522060
20160630,000000,330.0000000,331.4500000,327.4500000,330.0000000,3991810
20160701,000000,329.3500000,335.5000000,327.5000000,332.4500000,2649640
20160704,000000,334.5000000,336.0000000,330.1000000,331.2000000,1912000
20160705,000000,329.8500000,330.5000000,327.7000000,329.4000000,3499070
20160706,000000,328.0000000,329.9000000,318.5000000,320.5000000,3912850
20160707,000000,322.1500000,327.3500000,320.8000000,320.9000000,2980220
20160708,000000,319.5000000,326.4000000,316.5500000,325.0000000,4044950
20160711,000000,325.6000000,329.0000000,324.4500000,328.3500000,2418740
20160712,000000,328.3500000,340.3500000,327.0000000,339.4000000,4561380
20160713,000000,339.2500000,341.5500000,334.7000000,336.5000000,2967300
20160714,000000,336.0000000,337.9000000,330.6500000,336.5000000,3359620
20160715,000000,335.9000000,336.3500000,332.3000000,335.0000000,2279020
20160718,000000,334.9500000,335.6000000,327.8500000,333.7000000,2386020
20160719,000000,333.0000000,334.9500000,327.0500000,329.5000000,2789340
20160720,000000,329.5000000,331.8500000,325.0500000,329.0500000,2709660
20160721,000000,330.4000000,334.4000000,328.9500000,334.3000000,1673490
20160722,000000,332.3500000,335.6500000,331.6000000,334.3000000,1560930
20160725,000000,334.0000000,335.5000000,332.0000000,334.0000000,1254930
20160726,000000,333.7500000,334.4500000,327.5000000,330.0000000,2377130
20160727,000000,329.5000000,330.9500000,325.5000000,329.9000000,2312470
20160728,000000,328.5000000,335.7500000,327.1500000,334.0000000,2384350
20160729,000000,333.5000000,334.0000000,323.2000000,325.5000000,3611860
20160801,000000,326.5000000,329.2500000,323.6000000,325.6000000,1763090
20160802,000000,324.9000000,324.9000000,316.1500000,317.3500000,2365730
20160803,000000,316.8000000,324.0000000,316.8000000,323.2500000,3486140
20160804,000000,324.2000000,329.3000000,323.6000000,329.0000000,2964330
20160805,000000,329.2500000,330.5500000,325.5000000,329.9000000,1859890
20160808,000000,330.2000000,332.8000000,328.7500000,329.0000000,1502740
20160809,000000,329.1500000,331.2500000,327.1500000,329.9000000,1802810
20160810,000000,328.3500000,328.4000000,323.6000000,326.6000000,2052330
20160811,000000,324.5500000,326.6000000,321.1000000,325.0500000,2117300
20160812,000000,326.0500000,331.4000000,326.0000000,330.8500000,2100830
20160815,000000,330.1000000,340.0000000,329.8000000,339.0000000,5060870
20160816,000000,338.8500000,343.9000000,337.4500000,343.5000000,3995870
20160817,000000,342.5000000,345.9000000,339.1000000,345.5500000,2836820
20160818,000000,345.6000000,352.3000000,344.0000000,351.8500000,3678870
20160819,000000,352.7500000,353.5500000,349.0000000,349.0500000,3560930
20160822,000000,347.9500000,352.0000000,345.5000000,351.7500000,2846290
20160823,000000,351.7500000,352.0000000,348.6000000,351.0000000,2009920
20160824,000000,349.5000000,350.5000000,346.8500000,350.2000000,1239350
20160825,000000,349.7500000,350.2500000,345.0000000,348.2000000,2617790
20160826,000000,348.4000000,352.2500000,345.5500000,350.5500000,2260870
20160829,000000,348.4000000,351.0000000,346.0000000,350.6000000,1066320
20160830,000000,350.4500000,352.5000000,347.6000000,348.0000000,1353890
20160831,000000,348.0000000,348.5000000,341.5500000,344.7000000,2715030
20160901,000000,344.7500000,344.7500000,338.5000000,341.3000000,3080100
20160902,000000,341.8000000,351.4500000,340.6000000,349.9000000,4989480
20160905,000000,351.4000000,357.8000000,350.0000000,353.6000000,4143160
20160906,000000,354.2500000,358.3000000,351.6500000,358.0000000,2888370
20160907,000000,358.0000000,364.5500000,357.6500000,364.0000000,3553420
20160908,000000,366.0000000,366.6000000,361.4500000,364.7500000,3354060
20160909,000000,363.5000000,364.3500000,360.0500000,362.4000000,2632560
20160912,000000,358.4500000,369.3000000,358.4500000,367.0000000,3737170
20160913,000000,366.6500000,370.2500000,362.7500000,363.9000000,3458840
20160914,000000,364.2500000,367.8000000,362.4500000,367.1500000,3333770
20160915,000000,366.4500000,370.8000000,363.5000000,367.9000000,4679700
20160916,000000,368.5500000,368.7000000,358.9500000,360.8500000,4512620
20160919,000000,361.4500000,363.7000000,355.0500000,361.2000000,3201300
20160920,000000,360.3000000,360.6500000,354.0000000,358.8000000,2511870
20160921,000000,359.1000000,362.1500000,355.1000000,360.0000000,2297660
20160922,000000,361.1500000,362.4000000,357.0500000,360.4500000,3238850
20160923,000000,359.4500000,360.0500000,353.0500000,356.0500000,3181650
20160926,000000,355.5500000,355.6000000,348.6000000,350.3500000,2065730
20160927,000000,350.7500000,350.7500000,339.3000000,341.0000000,6224750
20160928,000000,339.9500000,345.8500000,337.7500000,341.3000000,3877830
20160929,000000,347.0000000,351.1000000,346.2500000,349.2000000,2936410
20160930,000000,346.7000000,352.3500000,342.8000000,342.8000000,3777950
20161003,000000,345.0000000,352.7000000,344.1500000,346.0000000,3632040
20161004,000000,346.2000000,349.3000000,342.9000000,346.6000000,2720590
20161005,000000,346.4000000,347.1500000,336.5500000,341.7000000,6744530
20161006,000000,341.2500000,344.0000000,337.0500000,343.4000000,2869270
20161007,000000,342.5500000,345.0500000,339.0000000,341.5000000,2829040
20161010,000000,341.9000000,361.3000000,339.7500000,361.0000000,6765220
20161011,000000,361.9500000,367.5000000,359.2500000,362.0500000,6038550
20161012,000000,361.7000000,366.9000000,360.2500000,363.1500000,4148270
20161013,000000,362.4000000,365.7000000,358.0000000,359.4000000,3701740
20161014,000000,360.2500000,361.4500000,349.3000000,353.8500000,4191410
20161017,000000,351.0500000,353.9500000,345.2000000,348.0000000,4576310
20161018,000000,350.4000000,350.5000000,344.2000000,345.7500000,3098780
20161019,000000,347.5000000,347.5000000,343.6000000,345.1000000,1698010
20161020,000000,345.3000000,345.3500000,342.0500000,342.8000000,1828710
20161021,000000,343.7000000,345.1500000,341.6000000,344.3000000,1723610
20161024,000000,344.3500000,348.9000000,344.3000000,347.7500000,2599930
20161025,000000,347.7500000,351.0000000,345.2500000,348.7000000,2235030
20161026,000000,348.6500000,348.8500000,345.0000000,347.6000000,1826390
20161027,000000,347.1500000,348.3500000,342.1500000,346.7000000,2381810
20161028,000000,346.7000000,351.0000000,346.3000000,349.9000000,1533640
20161031,000000,348.2000000,350.0500000,345.3500000,347.6500000,1872340
20161101,000000,348.2500000,355.7000000,347.7000000,354.8000000,2647780
20161102,000000,354.8000000,360.4500000,347.0500000,348.1500000,4489830
20161103,000000,350.0000000,350.2500000,341.3000000,342.0000000,3235260
20161107,000000,343.1000000,345.5000000,340.2000000,341.0000000,3049930
20161108,000000,341.2000000,344.6000000,339.2000000,340.5000000,1818440
20161109,000000,336.5000000,348.5000000,336.0500000,347.6000000,3671370
20161110,000000,348.7500000,358.0000000,346.0000000,351.0500000,5388530
20161111,000000,351.1000000,353.0500000,342.1000000,342.1000000,3119050
20161114,000000,343.9000000,345.6000000,337.0000000,337.7000000,3089040
20161115,000000,337.0000000,342.3000000,333.1000000,338.0000000,4439390
20161116,000000,341.3500000,345.6000000,338.0500000,339.2500000,5001940
20161117,000000,339.2500000,342.9000000,336.8500000,338.1500000,3682090
20161118,000000,338.1500000,340.8000000,336.7500000,337.0000000,2686640
20161121,000000,339.0000000,343.9000000,338.4500000,340.5500000,3572370
20161122,000000,341.7500000,343.4000000,340.6500000,341.8000000,2206660
20161123,000000,341.8000000,347.4500000,341.6000000,347.4500000,3209390
20161124,000000,347.1500000,349.9000000,345.3500000,346.5500000,2304620
20161125,000000,345.4500000,346.4500000,340.3000000,341.5000000,2167950
20161128,000000,341.2500000,342.1500000,334.5000000,336.6000000,4536830
20161129,000000,337.5000000,339.2000000,335.1500000,336.7500000,2551450
20161130,000000,336.7500000,344.8500000,336.1500000,340.2000000,7174140
20161201,000000,343.1500000,345.3500000,338.3500000,338.5000000,5985030
20161202,000000,338.5000000,342.4000000,336.2500000,340.0000000,4370990
20161205,000000,339.9000000,353.0000000,339.7500000,351.5000000,7398630
20161206,000000,352.2500000,358.0000000,349.5000000,352.6500000,10188210
20161207,000000,352.6500000,356.8500000,349.3000000,356.2500000,4378130
20161208,000000,370.7000000,380.9500000,366.7000000,375.8500000,25819760
20161209,000000,376.8000000,379.2000000,368.2500000,370.8000000,7266030
20161212,000000,376.6000000,388.1500000,372.3000000,388.1500000,11580190
20161213,000000,386.9500000,399.0000000,383.5000000,397.8000000,8979650
20161214,000000,397.8500000,403.7000000,396.6500000,403.0500000,6806550
20161215,000000,402.9500000,403.0000000,393.0000000,400.4500000,9141900
20161216,000000,400.4500000,414.7500000,400.4500000,410.5000000,6770560
20161219,000000,409.2500000,414.9000000,401.1500000,402.6000000,3343640
20161220,000000,401.5000000,405.4000000,396.2000000,400.1500000,3159600
20161221,000000,400.4500000,405.3500000,398.0000000,399.6500000,2926050
20161222,000000,399.0500000,399.1000000,390.8500000,391.6000000,3991560
20161223,000000,391.6000000,394.0000000,379.0000000,382.8500000,3786060
20161226,000000,382.9000000,391.9500000,382.1000000,388.6500000,1628260
20161227,000000,389.5000000,398.0000000,388.8000000,398.0000000,1996510
20161228,000000,398.5500000,403.9000000,395.4500000,398.2000000,3159260
20161229,000000,397.4500000,400.0000000,393.5500000,398.8000000,2710770
20161230,000000,399.0000000,403.0000000,396.0000000,402.8000000,1966760
